ts,kw
2022-04-24 07:30:00,308.22956419051485
2022-04-24 07:45:00,306.7337731398186
2022-04-24 08:00:00,287.4117371516604
2022-04-24 08:15:00,295.36181436223177
2022-04-24 08:30:00,304.96895147105346
2022-04-24 08:45:00,314.6331769068354
2022-04-24 09:00:00,299.02558986791706
2022-04-24 09:15:00,303.4283187856392
2022-04-24 09:30:00,289.618178825506
2022-04-24 09:45:00,288.2701040743864
2022-04-24 10:00:00,343.16864944944615
2022-04-24 10:15:00,351.3243625420955
2022-04-24 10:30:00,329.90061028982814
2022-04-24 10:45:00,346.0337555819135
2022-04-24 11:00:00,339.40231516438655
2022-04-24 11:15:00,324.3009784695952
2022-04-24 11:30:00,339.39870887129825
2022-04-24 11:45:00,357.0483232856616
2022-04-24 12:00:00,334.4626094133507
2022-04-24 12:15:00,358.4696548372101
2022-04-24 12:30:00,295.70382343865384
2022-04-24 12:45:00,347.3285375656284
2022-04-24 13:00:00,335.2834808122446
2022-04-24 13:15:00,329.492664531684
2022-04-24 13:30:00,335.3541864367046
2022-04-24 13:45:00,304.16424106965866
2022-04-24 14:00:00,327.6856837959705
2022-04-24 14:15:00,336.33745068620937
2022-04-24 14:30:00,353.1491727846559
2022-04-24 14:45:00,323.2067088394285
2022-04-24 15:00:00,314.0857993921986
2022-04-24 15:15:00,318.68684778182836
2022-04-24 15:30:00,339.9442352011275
2022-04-24 15:45:00,331.1444700804917
2022-04-24 16:00:00,312.0535969434944
2022-04-24 16:15:00,327.69901149670034
2022-04-24 16:30:00,321.45616324022063
2022-04-24 16:45:00,334.5296748579933
2022-04-24 17:00:00,302.23377494491535
2022-04-24 17:15:00,307.84963915410907
2022-04-24 17:30:00,306.88294905609325
2022-04-24 17:45:00,290.8118471310938
2022-04-24 18:00:00,309.44180415596867
2022-04-24 18:15:00,308.91582908269834
2022-04-24 18:30:00,305.0767018496369
2022-04-24 18:45:00,301.4811929993728
2022-04-24 19:00:00,276.0048675161682
2022-04-24 19:15:00,290.925748805444
2022-04-24 19:30:00,292.09471089902286
2022-04-24 19:45:00,285.2012696086001
2022-04-24 20:00:00,287.58071432500986
2022-04-24 20:15:00,296.0607628522181
2022-04-24 20:30:00,318.292788518158
2022-04-24 20:45:00,292.6186671924776
2022-04-24 21:00:00,267.65005242524506
2022-04-24 21:15:00,262.67010782791107
2022-04-24 21:30:00,235.00522833491794
2022-04-24 21:45:00,263.38908843266535
2022-04-24 22:00:00,259.92269103558226
2022-04-24 22:15:00,295.96786957374616
2022-04-24 22:30:00,256.13382341475
2022-04-24 22:45:00,263.54244802147105
2022-04-24 23:00:00,255.5015486657493
2022-04-24 23:15:00,238.492054647035
2022-04-24 23:30:00,273.16456742905325
2022-04-24 23:45:00,267.3012207016296
2022-04-25 00:00:00,281.8654792056457
2022-04-25 00:15:00,256.3591881780789
2022-04-25 00:30:00,291.0419146640415
2022-04-25 00:45:00,248.9722340581158
2022-04-25 01:00:00,279.82508161833204
2022-04-25 01:15:00,303.8790595984776
2022-04-25 01:30:00,256.16418033436764
2022-04-25 01:45:00,262.5277592672864
2022-04-25 02:00:00,275.51400836278145
2022-04-25 02:15:00,266.46710307472387
2022-04-25 02:30:00,250.75928642047484
2022-04-25 02:45:00,275.0476825085573
2022-04-25 03:00:00,262.852240858512
2022-04-25 03:15:00,285.8906830239313
2022-04-25 03:30:00,264.9954330508965
2022-04-25 03:45:00,302.0358126396667
2022-04-25 04:00:00,273.2512006149564
2022-04-25 04:15:00,280.1690772569149
2022-04-25 04:30:00,297.20275826054507
2022-04-25 04:45:00,266.53703525349067
2022-04-25 05:00:00,295.6473276659863
2022-04-25 05:15:00,311.8425699611608
2022-04-25 05:30:00,268.12318012850596
2022-04-25 05:45:00,295.00493652490894
2022-04-25 06:00:00,303.89824191372634
2022-04-25 06:15:00,311.7273430766597
2022-04-25 06:30:00,281.44573933682875
2022-04-25 06:45:00,280.1931508037359
2022-04-25 07:00:00,315.59369483732905
2022-04-25 07:15:00,312.2193414515734
2022-04-25 07:30:00,311.5219641082638
2022-04-25 07:45:00,312.96129449553024
2022-04-25 08:00:00,304.79962917632264
2022-04-25 08:15:00,318.48380545741503
2022-04-25 08:30:00,319.3960870994802
2022-04-25 08:45:00,304.28472872960447
2022-04-25 09:00:00,349.19982110276777
2022-04-25 09:15:00,328.3206972492732
2022-04-25 09:30:00,303.3436509775567
2022-04-25 09:45:00,331.06150756510385
2022-04-25 10:00:00,331.36053706012336
2022-04-25 10:15:00,357.78703116966994
2022-04-25 10:30:00,363.3596957986442
2022-04-25 10:45:00,333.6705273382575
2022-04-25 11:00:00,363.42841672733687
2022-04-25 11:15:00,355.1694886927195
2022-04-25 11:30:00,361.3086771885894
2022-04-25 11:45:00,377.42966952848127
2022-04-25 12:00:00,346.31917825995697
2022-04-25 12:15:00,338.69395753463766
2022-04-25 12:30:00,336.65728355561714
2022-04-25 12:45:00,337.76284572551845
2022-04-25 13:00:00,347.8212491474605
2022-04-25 13:15:00,354.0950544109217
2022-04-25 13:30:00,353.1281367786223
2022-04-25 13:45:00,361.3855235242124
2022-04-25 14:00:00,346.1757904917018
2022-04-25 14:15:00,367.78377327089294
2022-04-25 14:30:00,342.0109096149638
2022-04-25 14:45:00,386.78329961237745
2022-04-25 15:00:00,350.59821365207154
2022-04-25 15:15:00,328.35584008935217
2022-04-25 15:30:00,325.14981596467976
2022-04-25 15:45:00,348.4502896642442
2022-04-25 16:00:00,331.64805822011226
2022-04-25 16:15:00,345.71000741138135
2022-04-25 16:30:00,342.09856436860315
2022-04-25 16:45:00,333.90756631014693
2022-04-25 17:00:00,315.06266558204953
2022-04-25 17:15:00,305.0418629827876
2022-04-25 17:30:00,321.0668470720703
2022-04-25 17:45:00,340.6105532679277
2022-04-25 18:00:00,323.21140616195305
2022-04-25 18:15:00,301.3139183193202
2022-04-25 18:30:00,322.5977138877677
2022-04-25 18:45:00,325.77976069593257
2022-04-25 19:00:00,298.9775671039074
2022-04-25 19:15:00,314.5413052361073
2022-04-25 19:30:00,313.1085594236144
2022-04-25 19:45:00,295.09087417946506
2022-04-25 20:00:00,310.36681040522427
2022-04-25 20:15:00,313.4117678955235
2022-04-25 20:30:00,321.2457686476292
2022-04-25 20:45:00,320.8070307805235
2022-04-25 21:00:00,258.1217560450472
2022-04-25 21:15:00,264.7194209656767
2022-04-25 21:30:00,286.5123255725335
2022-04-25 21:45:00,286.4935858280867
2022-04-25 22:00:00,281.74495318105755
2022-04-25 22:15:00,331.8102102462877
2022-04-25 22:30:00,282.58259554686435
2022-04-25 22:45:00,291.05272248917584
2022-04-25 23:00:00,285.33225166372597
2022-04-25 23:15:00,280.79309398091493
2022-04-25 23:30:00,266.2931865417228
2022-04-25 23:45:00,282.40676351872696
2022-04-26 00:00:00,258.4076217819364
2022-04-26 00:15:00,266.4477208988999
2022-04-26 00:30:00,262.71954678256344
2022-04-26 00:45:00,271.22811209079487
2022-04-26 01:00:00,305.7421037114306
2022-04-26 01:15:00,243.01324732245175
2022-04-26 01:30:00,281.3161280669457
2022-04-26 01:45:00,246.83148714348317
2022-04-26 02:00:00,266.94025989962535
2022-04-26 02:15:00,290.35349684097736
2022-04-26 02:30:00,274.9834381728988
2022-04-26 02:45:00,257.85306621752727
2022-04-26 03:00:00,268.05724092550406
2022-04-26 03:15:00,288.9807627984237
2022-04-26 03:30:00,267.8312970886465
2022-04-26 03:45:00,282.0336754081332
2022-04-26 04:00:00,285.6835775985572
2022-04-26 04:15:00,275.22599478591275
2022-04-26 04:30:00,317.1591613398799
2022-04-26 04:45:00,294.50878533477015
2022-04-26 05:00:00,261.8582898470603
2022-04-26 05:15:00,295.0322433684658
2022-04-26 05:30:00,282.30863167539854
2022-04-26 05:45:00,305.02192866886776
2022-04-26 06:00:00,288.1121889235095
2022-04-26 06:15:00,298.2789533779965
2022-04-26 06:30:00,307.57480918470685
2022-04-26 06:45:00,312.9863279125518
2022-04-26 07:00:00,289.760125247239
2022-04-26 07:15:00,302.74705281546136
2022-04-26 07:30:00,300.64039168566126
2022-04-26 07:45:00,297.96463286446993
2022-04-26 08:00:00,341.4818136042164
2022-04-26 08:15:00,321.07472566441436
2022-04-26 08:30:00,296.0867406849743
2022-04-26 08:45:00,328.76792920582164
2022-04-26 09:00:00,353.04554639078594
2022-04-26 09:15:00,336.7001823438636
2022-04-26 09:30:00,298.42265394628623
2022-04-26 09:45:00,313.94969234260265
2022-04-26 10:00:00,364.9844293513325
2022-04-26 10:15:00,335.36572012925143
2022-04-26 10:30:00,352.6380535357266
2022-04-26 10:45:00,357.60027291497323
2022-04-26 11:00:00,335.0738177150008
2022-04-26 11:15:00,348.08489444774506
2022-04-26 11:30:00,300.3587646876359
2022-04-26 11:45:00,333.6119601686577
2022-04-26 12:00:00,346.21147772910257
2022-04-26 12:15:00,331.28325227052727
2022-04-26 12:30:00,374.48616955897455
2022-04-26 12:45:00,328.5478793305905
2022-04-26 13:00:00,342.3771074882173
2022-04-26 13:15:00,350.9388834479634
2022-04-26 13:30:00,370.59687412466377
2022-04-26 13:45:00,327.43984252098045
2022-04-26 14:00:00,363.4282183958576
2022-04-26 14:15:00,346.134258028827
2022-04-26 14:30:00,331.2581323478139
2022-04-26 14:45:00,352.9123142274822
2022-04-26 15:00:00,344.19909886919845
2022-04-26 15:15:00,332.2099502782145
2022-04-26 15:30:00,342.2602347104467
2022-04-26 15:45:00,335.43349948267
2022-04-26 16:00:00,336.7027601787687
2022-04-26 16:15:00,344.9319601178157
2022-04-26 16:30:00,358.79025224218026
2022-04-26 16:45:00,316.43276751759726
2022-04-26 17:00:00,359.7600719729196
2022-04-26 17:15:00,298.4832543602381
2022-04-26 17:30:00,325.48779492754187
2022-04-26 17:45:00,336.5893294503443
2022-04-26 18:00:00,324.21487801602547
2022-04-26 18:15:00,310.6595072026911
2022-04-26 18:30:00,316.87816624464085
2022-04-26 18:45:00,312.60498598011753
2022-04-26 19:00:00,303.3949572927612
2022-04-26 19:15:00,324.9794601022398
2022-04-26 19:30:00,317.5906609364001
2022-04-26 19:45:00,301.8417847180146
2022-04-26 20:00:00,318.49399813149876
2022-04-26 20:15:00,309.60949281314913
2022-04-26 20:30:00,317.1929317825844
2022-04-26 20:45:00,314.4444326288542
2022-04-26 21:00:00,266.35187140057246
2022-04-26 21:15:00,270.38408096144906
2022-04-26 21:30:00,289.99620064125247
2022-04-26 21:45:00,287.9423505459055
2022-04-26 22:00:00,273.7057139770046
2022-04-26 22:15:00,275.77914863609857
2022-04-26 22:30:00,293.1842113232932
2022-04-26 22:45:00,265.1456670539294
2022-04-26 23:00:00,279.2286859288785
2022-04-26 23:15:00,267.98933542481956
2022-04-26 23:30:00,267.75700716291965
2022-04-26 23:45:00,287.5038779911358
2022-04-27 00:00:00,282.3812452348204
2022-04-27 00:15:00,282.2026445400096
2022-04-27 00:30:00,289.5821821073149
2022-04-27 00:45:00,270.3150576244914
2022-04-27 01:00:00,281.2515197807524
2022-04-27 01:15:00,266.36822386242613
2022-04-27 01:30:00,275.8847204986546
2022-04-27 01:45:00,269.0700793958127
2022-04-27 02:00:00,275.4741773613576
2022-04-27 02:15:00,282.94659326802054
2022-04-27 02:30:00,261.74592763796477
2022-04-27 02:45:00,305.4050470217487
2022-04-27 03:00:00,263.69653584190803
2022-04-27 03:15:00,260.5739673725876
2022-04-27 03:30:00,296.1584596669046
2022-04-27 03:45:00,290.6617369738476
2022-04-27 04:00:00,294.36179725578234
2022-04-27 04:15:00,294.4251826389642
2022-04-27 04:30:00,284.8162984072963
2022-04-27 04:45:00,271.54118442771255
2022-04-27 05:00:00,293.3724970198303
2022-04-27 05:15:00,282.07800297424274
2022-04-27 05:30:00,306.86222464819065
2022-04-27 05:45:00,290.0295679243923
2022-04-27 06:00:00,287.61754204811234
2022-04-27 06:15:00,295.1792123752051
2022-04-27 06:30:00,306.1939718141344
2022-04-27 06:45:00,291.5441317079404
2022-04-27 07:00:00,295.4312654195791
2022-04-27 07:15:00,311.4198795254543
2022-04-27 07:30:00,311.43906991970647
2022-04-27 07:45:00,300.16042372250865
2022-04-27 08:00:00,307.9344254157252
2022-04-27 08:15:00,318.48074906036453
2022-04-27 08:30:00,293.27873487754016
2022-04-27 08:45:00,293.88804338435165
2022-04-27 09:00:00,310.4365401168099
2022-04-27 09:15:00,318.0114961599187
2022-04-27 09:30:00,325.8768169195665
2022-04-27 09:45:00,343.3435466898397
2022-04-27 10:00:00,358.84565646156346
2022-04-27 10:15:00,343.58168416408176
2022-04-27 10:30:00,345.6955189949928
2022-04-27 10:45:00,330.942821643966
2022-04-27 11:00:00,348.7000777487862
2022-04-27 11:15:00,344.64789520486994
2022-04-27 11:30:00,353.81855319374336
2022-04-27 11:45:00,336.5693106353872
2022-04-27 12:00:00,357.7901977136176
2022-04-27 12:15:00,372.99108369503864
2022-04-27 12:30:00,348.36859777314714
2022-04-27 12:45:00,356.02567583148414
2022-04-27 13:00:00,359.32993466433874
2022-04-27 13:15:00,342.9594677103845
2022-04-27 13:30:00,352.33916201582826
2022-04-27 13:45:00,349.166660800399
2022-04-27 14:00:00,347.4459035917656
2022-04-27 14:15:00,334.38561535570113
2022-04-27 14:30:00,346.3484147274173
2022-04-27 14:45:00,353.4507364822149
2022-04-27 15:00:00,362.98035755252204
2022-04-27 15:15:00,355.60226582687454
2022-04-27 15:30:00,373.51094029826976
2022-04-27 15:45:00,329.70298999227566
2022-04-27 16:00:00,348.0848095508102
2022-04-27 16:15:00,337.7501300860753
2022-04-27 16:30:00,367.84704399826506
2022-04-27 16:45:00,322.87552571967274
2022-04-27 17:00:00,315.168743720364
2022-04-27 17:15:00,318.77368167141526
2022-04-27 17:30:00,295.9061354884285
2022-04-27 17:45:00,319.8782460278642
2022-04-27 18:00:00,308.61301007669454
2022-04-27 18:15:00,322.2559067971431
2022-04-27 18:30:00,325.1263396366574
2022-04-27 18:45:00,348.1425625882383
2022-04-27 19:00:00,326.49178621971515
2022-04-27 19:15:00,303.5818738119883
2022-04-27 19:30:00,298.759208576699
2022-04-27 19:45:00,319.61421621952195
2022-04-27 20:00:00,285.19650189469036
2022-04-27 20:15:00,332.4718814878153
2022-04-27 20:30:00,322.6916018108193
2022-04-27 20:45:00,297.96236521842945
2022-04-27 21:00:00,253.08977862804042
2022-04-27 21:15:00,299.09488217688477
2022-04-27 21:30:00,277.0686988856143
2022-04-27 21:45:00,297.3540412440055
2022-04-27 22:00:00,250.10282300455134
2022-04-27 22:15:00,265.02861254216026
2022-04-27 22:30:00,274.0978933822396
2022-04-27 22:45:00,274.72394679293797
2022-04-27 23:00:00,264.2712431391393
2022-04-27 23:15:00,280.36497419654046
2022-04-27 23:30:00,255.00791877058904
2022-04-27 23:45:00,268.88653293600856
2022-04-28 00:00:00,271.8044344756785
2022-04-28 00:15:00,277.7165825108812
2022-04-28 00:30:00,280.6742231713333
2022-04-28 00:45:00,253.13036862243197
2022-04-28 01:00:00,248.01051265029363
2022-04-28 01:15:00,290.1873775398056
2022-04-28 01:30:00,276.00693539102184
2022-04-28 01:45:00,259.79492716297966
2022-04-28 02:00:00,297.2865175193047
2022-04-28 02:15:00,275.7543574008597
2022-04-28 02:30:00,291.70869564742424
2022-04-28 02:45:00,275.03201510761846
2022-04-28 03:00:00,309.6980154376334
2022-04-28 03:15:00,305.1169092010516
2022-04-28 03:30:00,275.0523343372175
2022-04-28 03:45:00,293.3603608287189
2022-04-28 04:00:00,294.6806392437772
2022-04-28 04:15:00,305.52947336298524
2022-04-28 04:30:00,270.5261480912984
2022-04-28 04:45:00,295.29077189997656
2022-04-28 05:00:00,308.1117959496682
2022-04-28 05:15:00,265.8543363505777
2022-04-28 05:30:00,274.4865509569378
2022-04-28 05:45:00,261.6469459805229
2022-04-28 06:00:00,295.9588974833316
2022-04-28 06:15:00,310.76313383693946
2022-04-28 06:30:00,322.53535578144044
2022-04-28 06:45:00,301.11142170629665
2022-04-28 07:00:00,332.19380453664496
2022-04-28 07:15:00,287.0630494798522
2022-04-28 07:30:00,282.2138347627483
2022-04-28 07:45:00,306.9313558696263
2022-04-28 08:00:00,320.7609817340896
2022-04-28 08:15:00,314.5095787785886
2022-04-28 08:30:00,283.9883684994019
2022-04-28 08:45:00,313.6631994073082
2022-04-28 09:00:00,301.6461609280236
2022-04-28 09:15:00,331.258291668047
2022-04-28 09:30:00,326.71217712704913
2022-04-28 09:45:00,307.1150066406861
2022-04-28 10:00:00,338.27275835348274
2022-04-28 10:15:00,330.0925592851989
2022-04-28 10:30:00,345.0405756544356
2022-04-28 10:45:00,360.30789692105174
2022-04-28 11:00:00,334.19188409363886
2022-04-28 11:15:00,356.5384725214397
2022-04-28 11:30:00,341.0239105130854
2022-04-28 11:45:00,337.0846823047369
2022-04-28 12:00:00,348.3945446006816
2022-04-28 12:15:00,334.4713651637094
2022-04-28 12:30:00,341.69526041979225
2022-04-28 12:45:00,332.03183161116726
2022-04-28 13:00:00,378.44865178241787
2022-04-28 13:15:00,349.506728068248
2022-04-28 13:30:00,338.48189216878325
2022-04-28 13:45:00,352.18747344968534
2022-04-28 14:00:00,344.2958413681707
2022-04-28 14:15:00,342.66621812053484
2022-04-28 14:30:00,355.19326261418456
2022-04-28 14:45:00,357.34337776424275
2022-04-28 15:00:00,333.2556862214385
2022-04-28 15:15:00,332.5759298259262
2022-04-28 15:30:00,337.0874279783218
2022-04-28 15:45:00,306.68438596456264
2022-04-28 16:00:00,312.27213406702174
2022-04-28 16:15:00,355.5031140116679
2022-04-28 16:30:00,359.6745157025193
2022-04-28 16:45:00,331.26445940665434
2022-04-28 17:00:00,336.4129257989121
2022-04-28 17:15:00,332.43332367122866
2022-04-28 17:30:00,373.94778347990416
2022-04-28 17:45:00,344.5581950245943
2022-04-28 18:00:00,318.0812361277885
2022-04-28 18:15:00,305.6668933909936
2022-04-28 18:30:00,295.9033051961364
2022-04-28 18:45:00,323.0519545380084
2022-04-28 19:00:00,300.89016746765986
2022-04-28 19:15:00,290.9016230029593
2022-04-28 19:30:00,302.5368353832865
2022-04-28 19:45:00,296.0122085927085
2022-04-28 20:00:00,330.3071245260885
2022-04-28 20:15:00,318.2245963542418
2022-04-28 20:30:00,304.88041038025074
2022-04-28 20:45:00,327.1991620833504
2022-04-28 21:00:00,279.94732117911786
2022-04-28 21:15:00,265.8675335444796
2022-04-28 21:30:00,301.63365772344844
2022-04-28 21:45:00,286.87044721967345
2022-04-28 22:00:00,258.46054557157
2022-04-28 22:15:00,271.1641577152127
2022-04-28 22:30:00,260.88496408569546
2022-04-28 22:45:00,253.2772419220018
2022-04-28 23:00:00,284.9148884243026
2022-04-28 23:15:00,299.66347481837994
2022-04-28 23:30:00,250.04371160404085
2022-04-28 23:45:00,279.46676376168654
2022-04-29 00:00:00,260.2403614631726
2022-04-29 00:15:00,262.69311924352957
2022-04-29 00:30:00,261.11409113641696
2022-04-29 00:45:00,257.0401384548028
2022-04-29 01:00:00,271.75004963050037
2022-04-29 01:15:00,258.5579734651624
2022-04-29 01:30:00,275.07907759802555
2022-04-29 01:45:00,270.2686535695909
2022-04-29 02:00:00,270.4350171834707
2022-04-29 02:15:00,260.4057829558429
2022-04-29 02:30:00,265.36766792794185
2022-04-29 02:45:00,285.35010627385316
2022-04-29 03:00:00,286.3005543787693
2022-04-29 03:15:00,264.1234678924253
2022-04-29 03:30:00,280.27678114584194
2022-04-29 03:45:00,290.0576034149804
2022-04-29 04:00:00,259.95892078317945
2022-04-29 04:15:00,293.150402885699
2022-04-29 04:30:00,275.0606436158123
2022-04-29 04:45:00,293.5589800288974
2022-04-29 05:00:00,280.78654129878663
2022-04-29 05:15:00,265.1621971369566
2022-04-29 05:30:00,267.8222920786769
2022-04-29 05:45:00,292.95670284684513
2022-04-29 06:00:00,303.89583752582223
2022-04-29 06:15:00,286.4352506234339
2022-04-29 06:30:00,309.5788868816606
2022-04-29 06:45:00,275.0771990659656
2022-04-29 07:00:00,306.77337437336587
2022-04-29 07:15:00,289.59932835663875
2022-04-29 07:30:00,297.9870297360432
2022-04-29 07:45:00,308.4755514228218
2022-04-29 08:00:00,302.09379952074073
2022-04-29 08:15:00,309.2316668365526
2022-04-29 08:30:00,330.0943921382166
2022-04-29 08:45:00,306.34662195715276
2022-04-29 09:00:00,333.74858511657357
2022-04-29 09:15:00,304.26760061573214
2022-04-29 09:30:00,329.1602661043257
2022-04-29 09:45:00,342.83673274546493
2022-04-29 10:00:00,308.9060946116238
2022-04-29 10:15:00,334.027333281476
2022-04-29 10:30:00,354.63684402124125
2022-04-29 10:45:00,342.93508132288827
2022-04-29 11:00:00,354.5449628892417
2022-04-29 11:15:00,339.9179969879347
2022-04-29 11:30:00,350.2766216007655
2022-04-29 11:45:00,346.64261625779085
2022-04-29 12:00:00,367.5167309248971
2022-04-29 12:15:00,353.8163126495182
2022-04-29 12:30:00,355.06403993112804
2022-04-29 12:45:00,343.821845508163
2022-04-29 13:00:00,341.6636814275846
2022-04-29 13:15:00,342.48940197137773
2022-04-29 13:30:00,354.8945569243465
2022-04-29 13:45:00,342.6630075763681
2022-04-29 14:00:00,350.32738496697937
2022-04-29 14:15:00,377.11177409321476
2022-04-29 14:30:00,359.04763266500856
2022-04-29 14:45:00,341.0904091310155
2022-04-29 15:00:00,359.2314122680556
2022-04-29 15:15:00,335.09207284027315
2022-04-29 15:30:00,310.64133540792864
2022-04-29 15:45:00,326.0919087718354
2022-04-29 16:00:00,306.93812118461216
2022-04-29 16:15:00,329.7272977393804
2022-04-29 16:30:00,335.2762756878433
2022-04-29 16:45:00,360.1465596841292
2022-04-29 17:00:00,332.66848195953804
2022-04-29 17:15:00,324.47806342094265
2022-04-29 17:30:00,340.20565507082796
2022-04-29 17:45:00,294.5975417179573
2022-04-29 18:00:00,323.53421837162847
2022-04-29 18:15:00,331.5629779083045
2022-04-29 18:30:00,297.82120631330235
2022-04-29 18:45:00,337.15631064810395
2022-04-29 19:00:00,317.3128747593406
2022-04-29 19:15:00,306.00610993841235
2022-04-29 19:30:00,321.72715663851864
2022-04-29 19:45:00,346.29582151399035
2022-04-29 20:00:00,307.72799382587743
2022-04-29 20:15:00,308.72330879450504
2022-04-29 20:30:00,298.10958650689633
2022-04-29 20:45:00,292.25233445802814
2022-04-29 21:00:00,291.2418338125673
2022-04-29 21:15:00,265.9455391757706
2022-04-29 21:30:00,279.86029012269444
2022-04-29 21:45:00,271.6219348629268
2022-04-29 22:00:00,281.2039352726627
2022-04-29 22:15:00,279.0241694657711
2022-04-29 22:30:00,289.58233705033535
2022-04-29 22:45:00,266.3689919036456
2022-04-29 23:00:00,266.9741011819274
2022-04-29 23:15:00,256.34076947459334
2022-04-29 23:30:00,264.3578263101863
2022-04-29 23:45:00,276.68173260700075
2022-04-30 00:00:00,266.3548292496803
2022-04-30 00:15:00,241.16752013733563
2022-04-30 00:30:00,268.0440888015849
2022-04-30 00:45:00,275.3345678820743
2022-04-30 01:00:00,262.2237487596835
2022-04-30 01:15:00,284.17416239969896
2022-04-30 01:30:00,244.41538722477438
2022-04-30 01:45:00,237.35240466165672
2022-04-30 02:00:00,232.33843415290266
2022-04-30 02:15:00,281.4599025588046
2022-04-30 02:30:00,268.83472273177773
2022-04-30 02:45:00,258.18546782281004
2022-04-30 03:00:00,267.9863259592009
2022-04-30 03:15:00,246.90446085492792
2022-04-30 03:30:00,300.47307625865596
2022-04-30 03:45:00,265.725114294032
2022-04-30 04:00:00,271.6409219190734
2022-04-30 04:15:00,280.88649935848036
2022-04-30 04:30:00,277.2151384760507
2022-04-30 04:45:00,273.35826036418695
2022-04-30 05:00:00,265.37831181524473
2022-04-30 05:15:00,284.3074540039643
2022-04-30 05:30:00,305.4657960940499
2022-04-30 05:45:00,297.41672933924906
2022-04-30 06:00:00,308.89779939959095
2022-04-30 06:15:00,277.3317648535322
2022-04-30 06:30:00,270.1559276961213
2022-04-30 06:45:00,283.11319619850525
2022-04-30 07:00:00,293.600445037406
2022-04-30 07:15:00,309.17744413013986
2022-04-30 07:30:00,267.3776019073533
2022-04-30 07:45:00,315.70782614498484
2022-04-30 08:00:00,297.62988152131516
2022-04-30 08:15:00,293.5967839507887
2022-04-30 08:30:00,284.8184343710975
2022-04-30 08:45:00,275.1771499220135
2022-04-30 09:00:00,318.5607621950251
2022-04-30 09:15:00,307.3129729434225
2022-04-30 09:30:00,286.8637899394806
2022-04-30 09:45:00,286.7870218546422
2022-04-30 10:00:00,325.94399162418125
2022-04-30 10:15:00,356.0160849928741
2022-04-30 10:30:00,327.0868918430791
2022-04-30 10:45:00,308.43361781676157
2022-04-30 11:00:00,330.29162882738285
2022-04-30 11:15:00,329.886921242457
2022-04-30 11:30:00,293.52447514454843
2022-04-30 11:45:00,333.16335179090487
2022-04-30 12:00:00,331.53598204686983
2022-04-30 12:15:00,345.44309547220126
2022-04-30 12:30:00,362.7343414241802
2022-04-30 12:45:00,351.89847544321634
2022-04-30 13:00:00,329.94444443034956
2022-04-30 13:15:00,317.379886157547
2022-04-30 13:30:00,372.57817183742
2022-04-30 13:45:00,334.8660512988894
2022-04-30 14:00:00,331.18970149222736
2022-04-30 14:15:00,330.6188858068831
2022-04-30 14:30:00,333.952033525051
2022-04-30 14:45:00,328.815355934674
2022-04-30 15:00:00,317.60827333239286
2022-04-30 15:15:00,318.01031931699055
2022-04-30 15:30:00,325.72190438235646
2022-04-30 15:45:00,318.06183186858993
2022-04-30 16:00:00,309.30731325984254
2022-04-30 16:15:00,321.59645341537845
2022-04-30 16:30:00,316.17534173868717
